Unnamed: 0,battleTime,arena.id,gameMode.id,average.startingTrophies,winner.tag,winner.startingTrophies,winner.trophyChange,winner.crowns,winner.kingTowerHitPoints,winner.princessTowersHitPoints,winner.clan.tag,winner.clan.badgeId,loser.tag,loser.startingTrophies,loser.trophyChange,loser.crowns,loser.kingTowerHitPoints,loser.clan.tag,loser.clan.badgeId,loser.princessTowersHitPoints,tournamentTag,winner.card1.id,winner.card1.level,winner.card2.id,winner.card2.level,winner.card3.id,winner.card3.level,winner.card4.id,winner.card4.level,winner.card5.id,winner.card5.level,winner.card6.id,winner.card6.level,winner.card7.id,winner.card7.level,winner.card8.id,winner.card8.level,winner.cards.list,winner.totalcard.level,winner.troop.count,winner.structure.count,winner.spell.count,winner.common.count,winner.rare.count,winner.epic.count,winner.legendary.count,winner.elixir.average,loser.card1.id,loser.card1.level,loser.card2.id,loser.card2.level,loser.card3.id,loser.card3.level,loser.card4.id,loser.card4.level,loser.card5.id,loser.card5.level,loser.card6.id,loser.card6.level,loser.card7.id,loser.card7.level,loser.card8.id,loser.card8.level,loser.cards.list,loser.totalcard.level,loser.troop.count,loser.structure.count,loser.spell.count,loser.common.count,loser.rare.count,loser.epic.count,loser.legendary.count,loser.elixir.average
432,2020-12-31 21:25:03+00:00,54000050.0,72000006.0,4782.0,#9LYPG9QG8,4795.0,27.0,2.0,5238.0,[2296],#PYYRJ89L,16000107.0,#288YPVPP,4769.0,-27.0,1.0,4624.0,#CC88QVG,16000032.0,,,26000006,13,26000035,13,28000008,13,28000005,13,26000023,13,28000012,13,26000015,13,26000004,13,"[26000004, 26000006, 26000015, 26000023, 26000035, 28000005, 28000008, 28000012]",104,5,0,3,1,0,5,2,4.0,26000057,13,26000040,13,28000006,13,28000004,12,26000025,13,28000014,13,26000058,13,26000029,11,"[26000025, 26000029, 26000040, 26000057, 26000058, 28000004, 28000006, 28000014]",101,5,0,3,0,3,4,1,3.696428571428572
433,2020-12-31 21:25:03+00:00,54000050.0,72000006.0,5422.0,#QGCJPG2,5429.0,28.0,1.0,5832.0,"[3178, 1443]",#2L9VLGG,16000081.0,#QV09LUVP,5415.0,-28.0,0.0,5832.0,,,[2280],,26000003,13,28000010,13,26000048,12,26000014,13,26000034,13,26000049,13,28000001,13,28000017,11,"[26000003, 26000014, 26000034, 26000048, 26000049, 28000001, 28000010, 28000017]",101,5,0,3,3,2,1,2,3.75,26000014,13,26000010,13,28000009,13,26000000,13,26000032,13,27000006,13,28000011,13,26000058,13,"[26000000, 26000010, 26000014, 26000032, 26000058, 27000006, 28000009, 28000011]",104,5,1,2,3,1,2,2,2.875
434,2020-12-31 21:25:06+00:00,54000050.0,72000006.0,5838.0,#Y02JPR2,5837.0,30.0,1.0,5832.0,"[2526, 2558]",#9LRCJ2J9,16000040.0,#89PPVJ09Q,5839.0,-30.0,0.0,5832.0,#9LVL909J,16000028.0,[1377],,26000053,13,26000016,13,26000041,13,28000004,13,26000040,13,26000026,12,28000011,13,28000003,13,"[26000016, 26000026, 26000040, 26000041, 26000053, 28000003, 28000004, 28000011]",103,5,0,3,2,2,2,2,3.75,26000041,13,26000049,13,26000016,13,28000007,13,26000019,13,26000027,13,26000060,13,28000008,13,"[26000016, 26000019, 26000027, 26000041, 26000049, 26000060, 28000007, 28000008]",104,6,0,2,4,0,4,0,3.75
435,2020-12-31 21:25:12+00:00,54000050.0,72000006.0,5594.5,#2U0L8J2G,5605.0,28.0,1.0,5832.0,"[3668, 1306]",#990YQ0,16000027.0,#9LJCRPQPY,5584.0,-28.0,0.0,5832.0,#YP8YPCP,16000155.0,[1651],,26000003,13,28000008,13,28000001,13,26000033,13,26000080,13,26000018,13,26000012,13,26000014,13,"[26000003, 26000012, 26000014, 26000018, 26000033, 26000080, 28000001, 28000008]",104,6,0,2,3,3,1,1,3.875,26000003,13,26000013,13,26000016,13,26000005,13,26000027,13,28000001,13,26000025,13,26000014,13,"[26000003, 26000005, 26000013, 26000014, 26000016, 26000025, 26000027, 28000001]",104,7,0,1,3,2,3,0,3.75
436,2020-12-31 21:25:14+00:00,54000050.0,72000006.0,5879.0,#99P8P0L2,5877.0,30.0,1.0,5832.0,"[2098, 3668]",#LR89ULQ,16000077.0,#20YG8GYP9,5881.0,-30.0,0.0,5832.0,#PGUCCCRL,16000168.0,[3528],,26000004,13,26000027,13,26000059,13,26000046,13,28000009,13,26000044,13,26000052,13,28000008,13,"[26000004, 26000027, 26000044, 26000046, 26000052, 26000059, 28000008, 28000009]",104,6,0,2,1,2,4,1,4.125,26000012,13,27000000,13,26000056,13,28000006,13,26000017,13,28000003,13,26000054,13,26000000,13,"[26000000, 26000012, 26000017, 26000054, 26000056, 27000000, 28000003, 28000006]",104,5,1,2,2,2,4,0,4.125
437,2020-12-31 21:25:14+00:00,54000050.0,72000006.0,5937.5,#99UULYRU,5946.0,28.0,1.0,5832.0,"[286, 3668]",#L90Y0RP9,16000002.0,#9092UGJY8,5929.0,-28.0,0.0,3397.0,#PUR9CLCP,16000003.0,[904],,26000037,13,26000021,13,26000012,13,28000017,13,26000011,13,26000024,13,26000042,13,28000009,13,"[26000011, 26000012, 26000021, 26000024, 26000037, 26000042, 28000009, 28000017]",104,6,0,2,2,2,2,2,3.875,26000006,13,26000032,13,26000010,13,26000000,13,26000014,13,27000004,13,28000011,13,28000017,13,"[26000000, 26000006, 26000010, 26000014, 26000032, 27000004, 28000011, 28000017]",104,5,1,2,3,2,1,2,3.0
438,2020-12-31 21:25:20+00:00,54000050.0,72000006.0,5259.0,#8UYV90VL,5246.0,32.0,3.0,4788.0,,#P289029R,16000108.0,#2RJ9YUJR,5272.0,-32.0,2.0,,#GLRG8Q,16000061.0,,,26000009,13,26000083,13,26000084,12,26000056,13,26000080,13,26000048,13,26000050,13,28000007,13,"[26000009, 26000048, 26000050, 26000056, 26000080, 26000083, 26000084, 28000007]",103,7,0,1,2,0,3,3,4.125,26000063,13,26000080,13,28000011,13,28000012,13,26000027,13,26000009,13,26000068,13,26000018,13,"[26000009, 26000018, 26000027, 26000063, 26000068, 26000080, 28000011, 28000012]",104,6,0,2,1,2,4,1,4.25
439,2020-12-31 21:25:21+00:00,54000050.0,72000006.0,5269.5,#UUJ8UPR2,5271.0,29.0,1.0,5832.0,"[1756, 3508]",#92VR8R90,16000009.0,#YLY228YU,5268.0,-29.0,0.0,5832.0,#GR9YGJ,16000177.0,[3668],,26000024,13,26000011,13,26000045,13,28000011,13,27000006,13,26000042,13,26000000,13,26000013,13,"[26000000, 26000011, 26000013, 26000024, 26000042, 26000045, 27000006, 28000011]",104,6,1,1,4,1,1,2,3.875,26000056,13,26000021,13,26000025,13,27000006,13,28000001,13,26000039,13,26000008,13,26000027,13,"[26000008, 26000021, 26000025, 26000027, 26000039, 26000056, 27000006, 28000001]",104,6,1,1,3,2,3,0,3.625
440,2020-12-31 21:25:24+00:00,54000050.0,72000006.0,5881.0,#22PULGUV,5870.0,31.0,3.0,3933.0,,#9LG2V89L,16000120.0,#JRCUGPC9,5892.0,-31.0,2.0,,#YRCPVYYL,16000098.0,,,26000029,13,26000006,13,26000080,13,26000037,13,26000008,13,26000032,13,28000001,13,28000008,13,"[26000006, 26000008, 26000029, 26000032, 26000037, 26000080, 28000001, 28000008]",104,6,0,2,4,0,1,3,4.125,26000029,13,28000007,13,26000006,13,26000039,13,26000012,13,26000037,12,28000001,13,27000009,13,"[26000006, 26000012, 26000029, 26000037, 26000039, 27000009, 28000001, 28000007]",103,5,1,2,1,2,3,2,4.25
441,2020-12-31 21:25:24+00:00,54000050.0,72000006.0,5084.5,#2G22PRPYP,5086.0,29.0,2.0,5199.0,[2236],#8LG2LYLV,16000076.0,#82LQYRPPP,5083.0,-29.0,1.0,5195.0,,,,,26000046,12,26000042,13,26000035,13,26000007,13,28000006,13,26000006,13,26000011,13,28000001,13,"[26000006, 26000007, 26000011, 26000035, 26000042, 26000046, 28000001, 28000006]",103,6,0,2,1,1,3,3,4.125,26000049,13,28000008,13,26000024,13,26000027,13,26000045,13,26000020,13,28000011,13,26000037,13,"[26000020, 26000024, 26000027, 26000037, 26000045, 26000049, 28000008, 28000011]",104,6,0,2,3,0,3,2,3.875
442,2020-12-31 21:25:26+00:00,54000050.0,72000006.0,5388.0,#2QVYJQG9Q,5370.0,33.0,3.0,452.0,,#YP9C20JR,16000012.0,#8RLPVPGVU,5406.0,-33.0,2.0,,#8VYQQ9UR,16000081.0,,,26000029,13,26000039,13,28000007,13,26000006,13,27000009,13,26000010,13,28000001,13,26000042,13,"[26000006, 26000010, 26000029, 26000039, 26000042, 27000009, 28000001, 28000007]",104,5,1,2,2,2,2,2,4.0,26000055,13,26000018,13,26000011,13,26000056,13,28000006,13,26000063,13,26000037,13,28000001,13,"[26000011, 26000018, 26000037, 26000055, 26000056, 26000063, 28000001, 28000006]",104,6,0,2,1,2,3,2,4.410714285714286
443,2020-12-31 21:25:28+00:00,54000050.0,72000006.0,5881.5,#80UJUUV0P,5869.0,32.0,2.0,2305.0,[1280],#PCYQLJL,16000093.0,#C202LY8C,5894.0,-32.0,1.0,5569.0,#URPJJPL,16000034.0,,,26000014,13,26000003,13,28000001,13,28000017,13,28000010,13,26000049,13,26000012,13,26000018,13,"[26000003, 26000012, 26000014, 26000018, 26000049, 28000001, 28000010, 28000017]",104,5,0,3,3,3,1,1,3.5,26000009,13,26000048,13,26000023,13,26000015,13,27000012,13,28000012,13,28000015,13,28000007,13,"[26000009, 26000015, 26000023, 26000048, 27000012, 28000007, 28000012, 28000015]",104,4,1,3,0,1,5,2,4.25
444,2020-12-31 21:25:31+00:00,54000050.0,72000006.0,5199.5,#28LQV999Y,5219.0,26.0,2.0,5832.0,[1100],#PGU9LRQ,16000002.0,#8CR2RR2VP,5180.0,-26.0,1.0,4482.0,#2VPC28,16000077.0,,,26000015,13,26000009,13,28000001,13,28000007,13,26000048,13,26000000,13,28000008,13,28000015,12,"[26000000, 26000009, 26000015, 26000048, 28000001, 28000007, 28000008, 28000015]",103,4,0,4,3,0,4,1,4.0,26000055,13,28000008,13,26000017,13,26000062,13,26000041,13,28000002,13,26000018,13,26000021,13,"[26000017, 26000018, 26000021, 26000041, 26000055, 26000062, 28000002, 28000008]",104,6,0,2,2,3,1,2,3.875
445,2020-12-31 21:25:36+00:00,54000050.0,72000006.0,4636.5,#99U9YP,4635.0,30.0,3.0,5304.0,"[2866, 618]",#99QG820,16000076.0,#PJ02PUG9J,4638.0,-30.0,0.0,,#28VGGPQJ,16000025.0,,,26000006,13,26000000,13,28000008,13,26000031,13,26000003,13,27000010,13,26000014,12,28000000,12,"[26000000, 26000003, 26000006, 26000014, 26000031, 27000010, 28000000, 28000008]",102,5,1,2,3,4,1,0,3.625,26000042,10,26000061,11,26000040,11,26000031,12,26000006,12,28000008,12,26000037,11,26000035,10,"[26000006, 26000031, 26000035, 26000037, 26000040, 26000042, 26000061, 28000008]",89,7,0,1,2,1,1,4,3.375
446,2020-12-31 21:25:38+00:00,54000050.0,72000006.0,5288.0,#2VQCYPJ,5305.0,27.0,1.0,5832.0,"[2574, 2260]",#U0JCL,16000024.0,#R28GPG9Q,5271.0,-27.0,0.0,5832.0,#P090LJQC,16000029.0,[526],,26000026,13,26000040,13,26000041,13,26000000,13,28000011,13,28000004,13,26000056,13,27000001,13,"[26000000, 26000026, 26000040, 26000041, 26000056, 27000001, 28000004, 28000011]",104,5,1,2,2,2,2,2,3.125,26000008,13,26000003,13,28000008,13,28000001,13,26000042,12,26000046,13,26000017,13,26000026,13,"[26000003, 26000008, 26000017, 26000026, 26000042, 26000046, 28000001, 28000008]",103,6,0,2,3,2,0,3,3.75
447,2020-12-31 21:25:39+00:00,54000050.0,72000006.0,5511.5,#YVRPCU82,5514.0,29.0,1.0,5832.0,"[788, 3668]",#CUPQC88,16000044.0,#8Y9LPY89,5509.0,-29.0,0.0,5832.0,#YY02QJRQ,16000146.0,[3668],,26000029,12,26000037,13,26000006,13,27000009,12,28000001,13,26000044,13,28000009,13,26000011,13,"[26000006, 26000011, 26000029, 26000037, 26000044, 27000009, 28000001, 28000009]",102,5,1,2,1,2,3,2,4.25,26000049,13,26000037,13,28000001,13,27000010,13,28000004,13,26000003,13,26000045,13,26000007,13,"[26000003, 26000007, 26000037, 26000045, 26000049, 27000010, 28000001, 28000004]",104,5,1,2,2,2,3,1,3.875
448,2020-12-31 21:25:40+00:00,54000050.0,72000006.0,5372.5,#289QUPY0,5381.0,28.0,1.0,5745.0,"[2207, 383]",#9VU9YV22,16000044.0,#QGJC8Y2,5364.0,-28.0,0.0,5697.0,#P028L9,16000043.0,[2221],,26000056,13,28000001,13,26000013,13,28000012,12,26000006,13,26000011,13,26000042,13,26000004,13,"[26000004, 26000006, 26000011, 26000013, 26000042, 26000056, 28000001, 28000012]",103,6,0,2,2,1,4,1,4.0,26000055,13,26000018,13,26000059,13,26000049,13,26000007,13,26000013,13,28000008,13,27000010,13,"[26000007, 26000013, 26000018, 26000049, 26000055, 26000059, 27000010, 28000008]",104,6,1,1,3,3,1,1,4.0
449,2020-12-31 21:25:41+00:00,54000050.0,72000006.0,5425.5,#890VQY09Y,5410.0,32.0,1.0,5832.0,"[651, 3668]",#28UGPG8V,16000030.0,#2YQPUU2U,5441.0,-32.0,0.0,5832.0,#PR88PJC,16000164.0,[3668],,26000064,13,26000018,13,28000000,13,26000038,13,26000030,13,26000021,13,28000011,13,26000049,13,"[26000018, 26000021, 26000030, 26000038, 26000049, 26000064, 28000000, 28000011]",104,6,0,2,3,4,0,1,2.75,26000022,13,26000024,13,26000041,13,28000008,13,28000001,13,26000017,13,26000008,13,26000018,13,"[26000008, 26000017, 26000018, 26000022, 26000024, 26000041, 28000001, 28000008]",104,6,0,2,6,2,0,0,4.125
450,2020-12-31 21:25:42+00:00,54000050.0,72000006.0,5377.0,#P28Y8P9L0,5373.0,30.0,1.0,5450.0,"[3286, 135]",#Y00L9RPQ,16000022.0,#2RL8PRULY,5381.0,-30.0,0.0,4296.0,#2GR2ULRC,16000166.0,[2321],,27000002,13,26000012,12,26000053,13,28000011,13,26000021,13,26000049,13,28000001,13,26000037,12,"[26000012, 26000021, 26000037, 26000049, 26000053, 27000002, 28000001, 28000011]",102,5,1,2,4,1,1,2,3.375,26000051,13,26000042,13,26000046,13,26000004,13,28000007,13,28000015,13,26000005,13,28000017,13,"[26000004, 26000005, 26000042, 26000046, 26000051, 28000007, 28000015, 28000017]",104,5,0,3,2,0,3,3,4.0
451,2020-12-31 21:25:43+00:00,54000050.0,72000006.0,5297.0,#2LQUU889R,5311.0,27.0,3.0,3121.0,[1531],#P289029R,16000108.0,#8UCQRR8UG,5283.0,-27.0,1.0,,,,,,26000067,13,26000063,13,28000002,13,26000048,13,28000012,13,26000083,13,28000001,13,26000068,13,"[26000048, 26000063, 26000067, 26000068, 26000083, 28000001, 28000002, 28000012]",104,5,0,3,1,2,3,2,3.5,26000023,13,26000035,13,26000006,13,26000004,13,26000015,13,28000005,13,28000008,13,28000012,13,"[26000004, 26000006, 26000015, 26000023, 26000035, 28000005, 28000008, 28000012]",104,5,0,3,1,0,5,2,4.0
452,2020-12-31 21:25:45+00:00,54000050.0,72000006.0,5654.0,#2CPPYGLP,5645.0,31.0,1.0,5832.0,"[31, 2939]",#9C0VU92,16000068.0,#2QQPJR0L2,5663.0,-31.0,0.0,5832.0,#2200JG8L,16000172.0,[3332],,26000064,13,26000011,13,26000004,13,26000045,13,28000012,11,28000011,13,26000027,12,26000012,13,"[26000004, 26000011, 26000012, 26000027, 26000045, 26000064, 28000011, 28000012]",101,6,0,2,1,1,5,1,3.875,26000011,13,26000053,13,28000001,13,26000049,13,26000056,13,26000059,13,26000012,13,28000008,13,"[26000011, 26000012, 26000049, 26000053, 26000056, 26000059, 28000001, 28000008]",104,6,0,2,4,2,2,0,3.375
453,2020-12-31 21:25:45+00:00,54000050.0,72000006.0,5101.0,#2QLCQUJUJ,5107.0,28.0,3.0,5832.0,"[13, 3570]",#YLQ99VV8,16000028.0,#2VUYUVP2V,5095.0,-28.0,0.0,,#829GGQUY,16000094.0,,,26000009,13,28000001,13,26000012,13,28000013,12,26000048,12,26000056,13,26000015,13,26000049,13,"[26000009, 26000012, 26000015, 26000048, 26000049, 26000056, 28000001, 28000013]",102,6,0,2,2,0,5,1,3.75,26000005,13,26000058,13,26000049,13,28000002,13,26000000,13,26000006,13,27000010,13,26000011,13,"[26000000, 26000005, 26000006, 26000011, 26000049, 26000058, 27000010, 28000002]",104,6,1,1,3,2,3,0,3.125
454,2020-12-31 21:25:45+00:00,54000050.0,72000006.0,5370.0,#UG8LL0Q,5368.0,30.0,3.0,5687.0,[383],#CUPQC88,16000044.0,#YU9VL28Y,5372.0,-30.0,1.0,,#UUCU8V8,16000107.0,,,26000067,13,26000068,13,26000063,13,28000012,13,26000015,13,27000001,13,28000015,13,28000016,13,"[26000015, 26000063, 26000067, 26000068, 27000001, 28000012, 28000015, 28000016]",104,5,1,2,0,4,4,0,3.375,28000006,13,28000004,13,26000056,13,26000040,13,26000038,13,28000001,13,26000036,13,26000054,13,"[26000036, 26000038, 26000040, 26000054, 26000056, 28000001, 28000004, 28000006]",104,5,0,3,1,3,4,0,3.4107142857142856
455,2020-12-31 21:25:46+00:00,54000050.0,72000006.0,4966.0,#2C2JRG0PC,4964.0,30.0,2.0,4872.0,[1276],#8LG2LYLV,16000076.0,#8QUC9GQ,4968.0,-30.0,1.0,5832.0,#UPGPGR,16000152.0,,,26000006,13,26000015,12,26000041,13,26000013,13,26000035,11,26000014,12,28000001,12,26000018,13,"[26000006, 26000013, 26000014, 26000015, 26000018, 26000035, 26000041, 28000001]",99,7,0,1,3,2,2,1,3.75,28000000,13,26000064,12,26000017,12,26000001,13,28000015,11,27000010,13,26000004,13,26000059,11,"[26000001, 26000004, 26000017, 26000059, 26000064, 27000010, 28000000, 28000015]",98,5,1,2,2,4,2,0,4.125
456,2020-12-31 21:25:47+00:00,54000050.0,72000006.0,5951.0,#9CLYL88,5969.0,26.0,1.0,5692.0,"[3598, 1752]",#9P2VJL9G,16000029.0,#CC8U2GJP,5933.0,-26.0,0.0,5412.0,#YRP2GJYU,16000142.0,[2632],,26000032,13,26000006,13,26000000,13,26000084,13,28000000,13,26000044,13,27000004,13,28000015,13,"[26000000, 26000006, 26000032, 26000044, 26000084, 27000004, 28000000, 28000015]",104,5,1,2,2,2,3,1,3.25,28000003,13,26000010,13,26000000,13,26000023,13,28000012,13,28000011,13,27000006,13,27000008,13,"[26000000, 26000010, 26000023, 27000006, 27000008, 28000003, 28000011, 28000012]",104,3,2,3,3,1,2,2,3.5
457,2020-12-31 21:25:52+00:00,54000050.0,72000006.0,5335.0,#29QQCRRU8,5332.0,30.0,2.0,5249.0,[3598],#YQVJ9L,16000007.0,#PRUU9GYV,5338.0,-30.0,1.0,5713.0,#299QCRR,16000144.0,,,26000018,13,26000039,13,26000048,13,26000009,13,26000012,13,28000008,13,28000009,13,27000010,13,"[26000009, 26000012, 26000018, 26000039, 26000048, 27000010, 28000008, 28000009]",104,5,1,2,1,3,3,1,4.0,26000009,13,28000000,13,28000008,13,26000032,13,26000048,13,26000037,13,26000015,13,26000025,13,"[26000009, 26000015, 26000025, 26000032, 26000037, 26000048, 28000000, 28000008]",104,6,0,2,1,1,3,3,4.0
458,2020-12-31 21:25:55+00:00,54000050.0,72000006.0,5412.0,#88PLRV8QR,5428.0,27.0,1.0,5832.0,"[3273, 1040]",#PYV00PLR,16000029.0,#PC0J09R,5396.0,-27.0,0.0,4776.0,#8QCV08,16000013.0,[2993],,28000011,13,28000000,13,26000010,13,26000061,13,26000024,13,26000044,13,26000042,13,26000030,13,"[26000010, 26000024, 26000030, 26000042, 26000044, 26000061, 28000000, 28000011]",104,6,0,2,3,1,1,3,3.125,26000022,13,28000002,13,26000017,13,28000000,13,26000006,13,26000008,13,26000004,13,26000012,13,"[26000004, 26000006, 26000008, 26000012, 26000017, 26000022, 28000000, 28000002]",104,6,0,2,2,2,4,0,4.5
459,2020-12-31 21:25:56+00:00,54000050.0,72000006.0,5334.0,#UCR9CRR8,5329.0,30.0,2.0,4279.0,[3402],#28P0PQLU,16000004.0,#9JGP22GY,5339.0,-30.0,1.0,5092.0,#LQCPGY,16000002.0,,,26000055,13,26000047,13,26000064,13,27000006,13,26000014,13,26000040,13,28000011,13,28000014,13,"[26000014, 26000040, 26000047, 26000055, 26000064, 27000006, 28000011, 28000014]",104,5,1,2,3,3,0,2,4.125,26000012,13,26000011,13,26000006,13,28000008,13,28000006,13,26000031,13,26000080,13,26000035,12,"[26000006, 26000011, 26000012, 26000031, 26000035, 26000080, 28000006, 28000008]",103,6,0,2,3,1,3,1,3.5535714285714284
460,2020-12-31 21:25:58+00:00,54000050.0,72000006.0,5168.0,#PPGQQQLL,5162.0,31.0,1.0,5832.0,"[2434, 1253]",#YGJ0QQGQ,16000077.0,#902P2L9L,5174.0,-31.0,0.0,5832.0,#2V2LRQLQ,16000172.0,[1961],,26000049,13,26000000,13,26000037,13,26000031,13,26000006,13,26000064,13,26000035,13,28000005,13,"[26000000, 26000006, 26000031, 26000035, 26000037, 26000049, 26000064, 28000005]",104,7,0,1,4,0,2,2,3.375,26000000,13,26000049,13,26000001,13,28000009,13,26000021,13,26000005,13,26000011,13,27000006,13,"[26000000, 26000001, 26000005, 26000011, 26000021, 26000049, 27000006, 28000009]",104,6,1,1,5,2,1,0,3.375
461,2020-12-31 21:26:00+00:00,54000050.0,72000006.0,5098.0,#89LLUQUG,5092.0,31.0,3.0,1934.0,[3668],#LR89ULQ,16000077.0,#8GL0UJRC,5104.0,-31.0,1.0,,#YJGYRY,16000038.0,,,26000039,13,26000035,13,28000008,13,26000027,13,26000016,13,26000024,13,28000000,13,26000064,13,"[26000016, 26000024, 26000027, 26000035, 26000039, 26000064, 28000000, 28000008]",104,6,0,2,3,2,2,1,3.875,28000012,13,26000064,13,26000045,13,28000003,13,28000013,13,28000006,13,26000056,13,26000009,13,"[26000009, 26000045, 26000056, 26000064, 28000003, 28000006, 28000012, 28000013]",104,4,0,4,1,1,6,0,4.553571428571429
462,2020-12-31 21:26:00+00:00,54000050.0,72000006.0,5400.0,#QU989L89,5389.0,31.0,1.0,4279.0,"[3077, 3273]",#YU0JV9QV,16000077.0,#Y98V2VPYG,5411.0,-31.0,0.0,5797.0,#9LV89G,16000000.0,[2552],,26000085,12,26000023,13,26000015,13,28000012,13,27000012,13,26000068,13,28000015,13,28000007,13,"[26000015, 26000023, 26000068, 26000085, 27000012, 28000007, 28000012, 28000015]",103,4,1,3,0,2,5,1,4.25,26000017,13,27000003,13,26000041,13,26000006,13,26000012,13,28000002,11,26000055,13,26000049,13,"[26000006, 26000012, 26000017, 26000041, 26000049, 26000055, 27000003, 28000002]",102,6,1,1,2,2,3,1,4.0
463,2020-12-31 21:26:01+00:00,54000050.0,72000006.0,5317.5,#2J9CCGRL2,5325.0,28.0,2.0,5308.0,[2190],#2PYV82Y0,16000044.0,#9J2098J,5310.0,-28.0,1.0,4500.0,#Y90GPRUP,16000044.0,,,26000009,13,26000048,13,26000039,13,28000012,13,26000015,13,26000035,13,26000013,13,28000007,13,"[26000009, 26000013, 26000015, 26000035, 26000039, 26000048, 28000007, 28000012]",104,6,0,2,1,1,4,2,4.375,26000034,13,26000001,13,26000006,13,26000035,13,28000015,13,26000010,13,28000005,13,26000039,13,"[26000001, 26000006, 26000010, 26000034, 26000035, 26000039, 28000005, 28000015]",104,6,0,2,2,1,4,1,3.375
464,2020-12-31 21:26:01+00:00,54000050.0,72000006.0,5216.0,#L88VPPY,5230.0,27.0,1.0,5832.0,"[1881, 3143]",#99PCY,16000173.0,#J9GVQGYG,5202.0,-27.0,0.0,5832.0,#20RR8CPR,16000168.0,[2279],,26000011,13,28000001,13,26000014,13,27000006,13,26000039,13,26000021,13,28000008,13,26000020,13,"[26000011, 26000014, 26000020, 26000021, 26000039, 27000006, 28000001, 28000008]",104,5,1,2,3,4,1,0,3.75,26000055,13,27000012,13,26000080,13,28000011,13,28000009,13,26000059,13,28000016,13,26000042,13,"[26000042, 26000055, 26000059, 26000080, 27000012, 28000009, 28000011, 28000016]",104,5,1,2,1,3,1,3,3.875
465,2020-12-31 21:26:02+00:00,54000050.0,72000006.0,5231.5,#20P2VVV8,5230.0,30.0,1.0,5832.0,"[1060, 3668]",#9L2VPULG,16000044.0,#22Q80YUP9,5233.0,-30.0,0.0,5832.0,#PLRQV28G,16000110.0,[3668],,26000038,13,28000011,13,26000021,13,28000000,13,26000084,12,26000010,12,26000014,13,27000000,12,"[26000010, 26000014, 26000021, 26000038, 26000084, 27000000, 28000000, 28000011]",101,5,1,2,3,4,0,1,2.625,28000008,13,26000046,13,26000021,13,26000012,13,26000042,13,26000006,13,28000001,13,26000017,13,"[26000006, 26000012, 26000017, 26000021, 26000042, 26000046, 28000001, 28000008]",104,6,0,2,2,2,2,2,3.625
466,2020-12-31 21:26:02+00:00,54000050.0,72000006.0,5714.5,#2RLCPQRPG,5733.0,26.0,1.0,5832.0,"[3668, 856]",#92VR8R90,16000009.0,#9G9PYYLLC,5696.0,-26.0,0.0,5064.0,#8CUL8P28,16000142.0,[2778],,27000004,13,28000011,13,26000010,13,26000014,13,26000021,13,28000017,13,26000000,13,28000014,13,"[26000000, 26000010, 26000014, 26000021, 27000004, 28000011, 28000014, 28000017]",104,4,1,3,3,4,0,1,2.875,26000024,13,26000023,13,28000000,13,27000004,13,28000012,13,26000039,13,28000015,13,26000008,13,"[26000008, 26000023, 26000024, 26000039, 27000004, 28000000, 28000012, 28000015]",104,4,1,3,2,3,2,1,3.75
467,2020-12-31 21:26:02+00:00,54000050.0,72000006.0,6373.5,#8YGVQ200G,6375.0,29.0,3.0,5832.0,[1116],#L90Y0RP9,16000002.0,#JRCGYG88,6372.0,-29.0,1.0,,#9V9828Q9,16000004.0,,,26000006,13,26000035,13,26000038,13,26000044,13,26000049,13,26000084,12,28000015,13,28000017,13,"[26000006, 26000035, 26000038, 26000044, 26000049, 26000084, 28000015, 28000017]",103,6,0,2,3,1,3,1,2.75,26000029,13,26000006,13,28000001,13,26000080,13,26000037,13,26000008,13,26000032,13,28000008,13,"[26000006, 26000008, 26000029, 26000032, 26000037, 26000080, 28000001, 28000008]",104,6,0,2,4,0,1,3,4.125
468,2020-12-31 21:26:02+00:00,54000050.0,72000006.0,5965.0,#989CRQVPR,5948.0,32.0,3.0,5832.0,"[1878, 3668]",#8VLRQQCL,16000003.0,#9VU2JYULR,5982.0,-32.0,0.0,,#888VVRUV,16000112.0,,,26000059,13,28000008,13,26000016,13,28000016,13,26000011,13,26000037,13,26000042,13,28000002,13,"[26000011, 26000016, 26000037, 26000042, 26000059, 28000002, 28000008, 28000016]",104,6,0,2,1,3,2,2,3.375,28000016,13,26000062,13,26000051,12,26000046,13,28000015,13,26000035,13,26000037,13,28000000,13,"[26000035, 26000037, 26000046, 26000051, 26000062, 28000000, 28000015, 28000016]",103,6,0,2,0,2,1,5,3.375
469,2020-12-31 21:26:03+00:00,54000050.0,72000006.0,4698.0,#2UULYQC2Y,4695.0,30.0,2.0,5204.0,[1852],#PUQVLJP9,16000115.0,#Y2CQRYC,4701.0,-30.0,1.0,5033.0,#J2Y9U89,16000058.0,,,26000009,12,26000048,11,26000012,11,28000013,10,26000080,10,26000056,12,26000049,13,28000001,12,"[26000009, 26000012, 26000048, 26000049, 26000056, 26000080, 28000001, 28000013]",91,6,0,2,3,0,4,1,3.75,26000021,13,26000022,13,28000000,13,26000041,13,26000000,13,28000008,13,26000049,13,26000032,13,"[26000000, 26000021, 26000022, 26000032, 26000041, 26000049, 28000000, 28000008]",104,6,0,2,5,2,0,1,3.25
